capitulo;grupo;codigo;tipo;descricao
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K21;categoria;Doença de refluxo gastroesofágico
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K210;subcategoria;Doença de refluxo gastroesofágico com esofagite
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K219;subcategoria;Doença de refluxo gastroesofágico sem esofagite
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K22;categoria;Outras doenças do esôfago
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K220;subcategoria;Acalásia do cárdia
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K221;subcategoria;Úlcera do esôfago
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K222;subcategoria;Obstrução do esôfago
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K223;subcategoria;Perfuração do esôfago
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K224;subcategoria;Discinesia do esôfago
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K225;subcategoria;Divertículo do esôfago adquirido
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K226;subcategoria;Síndrome da laceração hemorrágica gastroesofágica
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K227;subcategoria;Esôfago de Barret
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K228;subcategoria;Outras doenças especificadas do esôfago
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K229;subcategoria;Doença do esôfago, sem outra especificação
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K23;categoria;Transtornos do esôfago em doenças classificadas em outra parte
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K230;subcategoria;Esofagite tuberculosa
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K231;subcategoria;Megaesôfago na doença de Chagas
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K238;subcategoria;Transtornos do esôfago em outras doenças classificadas em outra parte
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K25;categoria;Úlcera gástrica
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K250;subcategoria;Úlcera gástrica - aguda com hemorragia
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K251;subcategoria;Úlcera gástrica - aguda com perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K252;subcategoria;Úlcera gástrica - aguda com hemorragia e perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K253;subcategoria;Úlcera gástrica - aguda sem hemorragia ou perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K254;subcategoria;Úlcera gástrica - crônica ou não especificada com hemorragia
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K255;subcategoria;Úlcera gástrica - crônica ou não especificada com perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K256;subcategoria;Úlcera gástrica - crônica ou não especificada com hemorragia e perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K257;subcategoria;Úlcera gástrica - crônica sem hemorragia ou perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K259;subcategoria;Úlcera gástrica - não especificada como aguda ou crônica, sem hemorragia ou perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K26;categoria;Úlcera duodenal
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K260;subcategoria;Úlcera duodenal - aguda com hemorragia
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K261;subcategoria;Úlcera duodenal - aguda com perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K262;subcategoria;Úlcera duodenal - aguda com hemorragia e perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K263;subcategoria;Úlcera duodenal - aguda sem hemorragia ou perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K264;subcategoria;Úlcera duodenal - crônica ou não especificada com hemorragia
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K265;subcategoria;Úlcera duodenal - crônica ou não especificada com perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K266;subcategoria;Úlcera duodenal - crônica ou não especificada com hemorragia e perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K267;subcategoria;Úlcera duodenal - crônica sem hemorragia ou perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K269;subcategoria;Úlcera duodenal - não especificada como aguda ou crônica, sem hemorragia ou perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K27;categoria;Úlcera péptica de localização não especificada
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K270;subcategoria;Úlcera péptica de localização não especificada - aguda com hemorragia
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K271;subcategoria;Úlcera péptica de localização não especificada - aguda com perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K272;subcategoria;Úlcera péptica de localização não especificada - aguda com hemorragia e perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K273;subcategoria;Úlcera péptica de localização não especificada - aguda sem hemorragia ou perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K274;subcategoria;Úlcera péptica de localização não especificada - crônica ou não especificada com hemorragia
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K275;subcategoria;Úlcera péptica de localização não especificada - crônica ou não especificada com perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K276;subcategoria;Úlcera péptica de localização não especificada - crônica ou não especificada com hemorragia e perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K277;subcategoria;Úlcera péptica de localização não especificada - crônica sem hemorragia ou perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K279;subcategoria;Úlcera péptica de localização não especificada - não especificada como aguda ou crônica, sem hemorragia ou perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K28;categoria;Úlcera gastrojejunal
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K280;subcategoria;Úlcera gastrojejunal - aguda com hemorragia
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K281;subcategoria;Úlcera gastrojejunal - aguda com perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K282;subcategoria;Úlcera gastrojejunal - aguda com hemorragia e perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K283;subcategoria;Úlcera gastrojejunal - aguda sem hemorragia ou perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K284;subcategoria;Úlcera gastrojejunal - crônica ou não especificada com hemorragia
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K285;subcategoria;Úlcera gastrojejunal - crônica ou não especificada com perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K286;subcategoria;Úlcera gastrojejunal - crônica ou não especificada com hemorragia e perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K287;subcategoria;Úlcera gastrojejunal - crônica sem hemorragia ou perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K289;subcategoria;Úlcera gastrojejunal - não especificada como aguda ou crônica, sem hemorragia ou perfuração
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K29;categoria;Gastrite e duodenite
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K290;subcategoria;Gastrite hemorrágica aguda
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K291;subcategoria;Outras gastrites agudas
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K292;subcategoria;Gastrite alcoólica
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K293;subcategoria;Gastrite superficial crônica
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K294;subcategoria;Gastrite atrófica crônica
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K295;subcategoria;Gastrite crônica, sem outra especificação
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K296;subcategoria;Outras gastrites
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K297;subcategoria;Gastrite não especificada
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K298;subcategoria;Duodenite
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K299;subcategoria;Gastroduodenite, sem outra especificação
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K30;categoria;Dispepsia
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K30;subcategoria;Dispepsia
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K31;categoria;Outras doenças do estômago e do duodeno
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K310;subcategoria;Dilatação aguda do estômago
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K311;subcategoria;Estenose pilórica hipertrófica do adulto
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K312;subcategoria;Estenose e estreitamento em ampulheta do estômago
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K313;subcategoria;Espasmo do piloro não classificado em outra parte
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K314;subcategoria;Divertículo gástrico
Capítulo XI - Doenças do aparelho digestivo;Doenças do esôfago, do estômago e do duodeno;K315;subcategoria;Obstrução do duodeno
